Item,Group,ParticipantNo,EventTime,WordOrder,Set,Structure,Correct,Plausible
4,4,8bf270609ad53a42a7af44e06da0b281,1655238014501,nonreversed,biased,passive,correct,yes
59,4,8bf270609ad53a42a7af44e06da0b281,1655238018410,reversed,symmetrical,active,incorrect,yes
28,4,8bf270609ad53a42a7af44e06da0b281,1655238028315,reversed,irreversible,active,incorrect,yes
39,4,8bf270609ad53a42a7af44e06da0b281,1655238030508,reversed,irreversible,active,correct,no
52,4,8bf270609ad53a42a7af44e06da0b281,1655238032293,nonreversed,symmetrical,passive,correct,yes
25,4,8bf270609ad53a42a7af44e06da0b281,1655238033781,reversed,irreversible,passive,correct,no
33,4,8bf270609ad53a42a7af44e06da0b281,1655238035945,reversed,irreversible,passive,correct,no
35,4,8bf270609ad53a42a7af44e06da0b281,1655238037592,reversed,irreversible,active,correct,no
3,4,8bf270609ad53a42a7af44e06da0b281,1655238039031,reversed,biased,active,correct,no
10,4,8bf270609ad53a42a7af44e06da0b281,1655238040322,nonreversed,biased,active,correct,yes
7,4,8bf270609ad53a42a7af44e06da0b281,1655238043229,reversed,biased,active,incorrect,no
57,4,8bf270609ad53a42a7af44e06da0b281,1655238045895,reversed,symmetrical,passive,correct,yes
20,4,8bf270609ad53a42a7af44e06da0b281,1655238047403,nonreversed,biased,passive,correct,yes
36,4,8bf270609ad53a42a7af44e06da0b281,1655238048571,nonreversed,irreversible,passive,correct,yes
63,4,8bf270609ad53a42a7af44e06da0b281,1655238051312,reversed,symmetrical,active,correct,yes
72,4,8bf270609ad53a42a7af44e06da0b281,1655238053438,nonreversed,symmetrical,passive,correct,yes
1,4,8bf270609ad53a42a7af44e06da0b281,1655238065454,reversed,biased,passive,correct,no
17,4,8bf270609ad53a42a7af44e06da0b281,1655238067563,reversed,biased,passive,correct,no
8,4,8bf270609ad53a42a7af44e06da0b281,1655238070849,nonreversed,biased,passive,correct,yes
42,4,8bf270609ad53a42a7af44e06da0b281,1655238072873,nonreversed,irreversible,active,correct,yes
14,4,8bf270609ad53a42a7af44e06da0b281,1655238082352,nonreversed,biased,active,correct,yes
41,4,8bf270609ad53a42a7af44e06da0b281,1655238084763,reversed,irreversible,passive,correct,no
21,4,8bf270609ad53a42a7af44e06da0b281,1655238093823,reversed,biased,passive,incorrect,no
51,4,8bf270609ad53a42a7af44e06da0b281,1655238096626,reversed,symmetrical,active,incorrect,yes
64,4,8bf270609ad53a42a7af44e06da0b281,1655238110660,reversed,symmetrical,active,correct,yes
23,4,8bf270609ad53a42a7af44e06da0b281,1655238112139,reversed,biased,active,correct,no
22,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238104004,nonreversed,biased,active,correct,yes
68,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238108662,nonreversed,symmetrical,passive,correct,yes
15,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238113095,reversed,biased,active,correct,no
35,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238115526,reversed,irreversible,active,correct,no
13,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238119755,reversed,biased,passive,correct,no
9,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238127304,reversed,biased,passive,incorrect,no
49,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238131996,reversed,symmetrical,passive,incorrect,yes
27,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238133931,nonreversed,irreversible,active,correct,yes
26,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238135832,reversed,irreversible,passive,correct,no
33,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238139657,reversed,irreversible,passive,correct,no
24,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238144854,nonreversed,biased,passive,correct,yes
7,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238149412,reversed,biased,active,correct,no
6,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238155487,nonreversed,biased,active,correct,yes
55,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238157758,reversed,symmetrical,active,correct,yes
56,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238160245,nonreversed,symmetrical,passive,correct,yes
48,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238165521,nonreversed,irreversible,passive,correct,yes
25,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238167974,reversed,irreversible,passive,correct,no
19,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238172643,reversed,biased,active,incorrect,no
70,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238178482,nonreversed,symmetrical,active,correct,yes
31,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238180709,reversed,irreversible,active,correct,no
62,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238185761,reversed,symmetrical,passive,correct,yes
36,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238188349,nonreversed,irreversible,passive,correct,yes
50,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238190498,nonreversed,symmetrical,active,correct,yes
4,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238195481,nonreversed,biased,passive,correct,yes
5,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238199171,reversed,biased,passive,correct,no
69,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238204335,reversed,symmetrical,passive,correct,yes
72,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238209421,nonreversed,symmetrical,passive,correct,yes
2,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238211603,nonreversed,biased,active,correct,yes
44,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238213865,nonreversed,irreversible,passive,correct,yes
64,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238215946,reversed,symmetrical,active,correct,yes
43,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238217869,reversed,irreversible,active,correct,no
21,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238219805,reversed,biased,passive,incorrect,no
1,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238229997,reversed,biased,passive,correct,no
30,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238232675,nonreversed,irreversible,active,correct,yes
16,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238237321,nonreversed,biased,passive,correct,yes
67,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238241022,nonreversed,symmetrical,active,incorrect,yes
57,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238245174,reversed,symmetrical,passive,incorrect,yes
37,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238249730,reversed,irreversible,passive,correct,no
65,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238256987,reversed,symmetrical,passive,correct,yes
39,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238261363,reversed,irreversible,active,correct,no
34,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238263141,nonreversed,irreversible,active,correct,yes
42,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238265289,nonreversed,irreversible,active,correct,yes
14,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238267742,nonreversed,biased,active,correct,yes
66,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238269992,nonreversed,symmetrical,active,correct,yes
60,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238272917,nonreversed,symmetrical,passive,correct,yes
45,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238278486,reversed,irreversible,passive,correct,no
54,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238280534,nonreversed,symmetrical,active,correct,yes
17,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238284393,reversed,biased,passive,correct,no
20,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238286845,nonreversed,biased,passive,correct,yes
8,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238290918,nonreversed,biased,passive,correct,yes
12,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238292842,nonreversed,biased,passive,correct,yes
61,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238295463,reversed,symmetrical,passive,correct,yes
38,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238297308,nonreversed,irreversible,active,correct,yes
28,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238301673,reversed,irreversible,active,incorrect,yes
71,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238304227,nonreversed,symmetrical,active,correct,yes
40,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238306893,nonreversed,irreversible,passive,correct,yes
63,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238312512,reversed,symmetrical,active,correct,yes
53,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238315703,reversed,symmetrical,passive,correct,yes
41,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238318965,reversed,irreversible,passive,correct,no
3,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238323826,reversed,biased,active,incorrect,no
11,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238328123,reversed,biased,active,correct,no
59,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238332533,reversed,symmetrical,active,correct,yes
23,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238336291,reversed,biased,active,correct,no
46,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238338394,nonreversed,irreversible,active,correct,yes
52,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238344031,nonreversed,symmetrical,passive,correct,yes
10,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238346439,nonreversed,biased,active,correct,yes
29,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238348441,reversed,irreversible,passive,correct,no
32,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238351085,nonreversed,irreversible,passive,correct,yes
51,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238354201,reversed,symmetrical,active,correct,yes
18,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238356441,nonreversed,biased,active,correct,yes
58,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238360546,nonreversed,symmetrical,active,correct,yes
47,4,b7bb4fc4c6b4ca93831b0a4213038db7,1655238361818,nonreversed,irreversible,active,correct,yes
21,2,7902cea640e3a1fc795ea856e5d7c729,1655238920597,reversed,biased,active,correct,no
60,2,7902cea640e3a1fc795ea856e5d7c729,1655238922395,nonreversed,symmetrical,active,correct,yes
69,2,7902cea640e3a1fc795ea856e5d7c729,1655238924745,reversed,symmetrical,active,correct,yes
17,2,7902cea640e3a1fc795ea856e5d7c729,1655238928187,reversed,biased,active,correct,no
48,2,7902cea640e3a1fc795ea856e5d7c729,1655238931227,nonreversed,irreversible,active,correct,yes
63,2,7902cea640e3a1fc795ea856e5d7c729,1655238936304,reversed,symmetrical,passive,correct,yes
37,2,7902cea640e3a1fc795ea856e5d7c729,1655238939410,reversed,irreversible,active,correct,no
12,2,7902cea640e3a1fc795ea856e5d7c729,1655238941830,nonreversed,biased,active,correct,yes
66,2,7902cea640e3a1fc795ea856e5d7c729,1655238945280,nonreversed,symmetrical,passive,correct,yes
47,2,7902cea640e3a1fc795ea856e5d7c729,1655238947571,reversed,irreversible,passive,correct,no
46,2,7902cea640e3a1fc795ea856e5d7c729,1655238949466,nonreversed,irreversible,passive,correct,yes
24,2,7902cea640e3a1fc795ea856e5d7c729,1655238952661,nonreversed,biased,active,correct,yes
8,2,7902cea640e3a1fc795ea856e5d7c729,1655238954295,nonreversed,biased,active,correct,yes
3,2,7902cea640e3a1fc795ea856e5d7c729,1655238957653,reversed,biased,passive,correct,no
50,2,7902cea640e3a1fc795ea856e5d7c729,1655238960888,nonreversed,symmetrical,passive,correct,yes
43,2,7902cea640e3a1fc795ea856e5d7c729,1655238964149,reversed,irreversible,passive,correct,no
32,2,7902cea640e3a1fc795ea856e5d7c729,1655238966424,nonreversed,irreversible,active,correct,yes
13,2,7902cea640e3a1fc795ea856e5d7c729,1655238971883,reversed,biased,active,correct,no
42,2,7902cea640e3a1fc795ea856e5d7c729,1655238974575,nonreversed,irreversible,passive,correct,yes
33,2,7902cea640e3a1fc795ea856e5d7c729,1655238976472,reversed,irreversible,active,correct,no
7,2,7902cea640e3a1fc795ea856e5d7c729,1655238983536,reversed,biased,passive,incorrect,no
19,2,7902cea640e3a1fc795ea856e5d7c729,1655238989312,reversed,biased,passive,correct,no
49,2,7902cea640e3a1fc795ea856e5d7c729,1655238991464,reversed,symmetrical,active,correct,yes
57,2,7902cea640e3a1fc795ea856e5d7c729,1655238993018,reversed,symmetrical,active,correct,yes
68,2,7902cea640e3a1fc795ea856e5d7c729,1655238995863,nonreversed,symmetrical,active,correct,yes
22,2,7902cea640e3a1fc795ea856e5d7c729,1655238999211,nonreversed,biased,passive,correct,yes
2,2,7902cea640e3a1fc795ea856e5d7c729,1655239001506,nonreversed,biased,passive,correct,yes
59,2,7902cea640e3a1fc795ea856e5d7c729,1655239006764,reversed,symmetrical,passive,incorrect,yes
44,2,7902cea640e3a1fc795ea856e5d7c729,1655239009855,nonreversed,irreversible,active,correct,yes
53,2,7902cea640e3a1fc795ea856e5d7c729,1655239012279,reversed,symmetrical,active,correct,yes
51,2,7902cea640e3a1fc795ea856e5d7c729,1655239015333,reversed,symmetrical,passive,incorrect,yes
54,2,7902cea640e3a1fc795ea856e5d7c729,1655239020581,nonreversed,symmetrical,passive,correct,yes
70,2,7902cea640e3a1fc795ea856e5d7c729,1655239027169,nonreversed,symmetrical,passive,correct,yes
25,2,7902cea640e3a1fc795ea856e5d7c729,1655239029212,reversed,irreversible,active,correct,no
72,2,7902cea640e3a1fc795ea856e5d7c729,1655239031977,nonreversed,symmetrical,active,correct,yes
16,2,7902cea640e3a1fc795ea856e5d7c729,1655239033843,nonreversed,biased,active,correct,yes
6,2,7902cea640e3a1fc795ea856e5d7c729,1655239036952,nonreversed,biased,passive,correct,yes
10,2,7902cea640e3a1fc795ea856e5d7c729,1655239040628,nonreversed,biased,passive,correct,yes
64,2,7902cea640e3a1fc795ea856e5d7c729,1655239043353,nonreversed,symmetrical,active,correct,yes
65,2,7902cea640e3a1fc795ea856e5d7c729,1655239047570,reversed,symmetrical,active,correct,yes
20,2,7902cea640e3a1fc795ea856e5d7c729,1655239050868,nonreversed,biased,active,correct,yes
27,2,7902cea640e3a1fc795ea856e5d7c729,1655239054985,reversed,irreversible,passive,correct,no
39,2,7902cea640e3a1fc795ea856e5d7c729,1655239059703,reversed,irreversible,passive,correct,no
26,2,7902cea640e3a1fc795ea856e5d7c729,1655239062490,nonreversed,irreversible,passive,correct,yes
36,2,7902cea640e3a1fc795ea856e5d7c729,1655239063792,nonreversed,irreversible,active,correct,yes
29,2,7902cea640e3a1fc795ea856e5d7c729,1655239066642,reversed,irreversible,active,correct,no
4,2,7902cea640e3a1fc795ea856e5d7c729,1655239070483,nonreversed,biased,active,correct,yes
55,2,7902cea640e3a1fc795ea856e5d7c729,1655239074943,reversed,symmetrical,passive,correct,yes
52,2,7902cea640e3a1fc795ea856e5d7c729,1655239077948,nonreversed,symmetrical,active,correct,yes
14,2,7902cea640e3a1fc795ea856e5d7c729,1655239081321,nonreversed,biased,passive,correct,yes
30,2,7902cea640e3a1fc795ea856e5d7c729,1655239086383,nonreversed,irreversible,passive,incorrect,yes
28,2,7902cea640e3a1fc795ea856e5d7c729,1655239089376,nonreversed,irreversible,active,correct,yes
58,2,7902cea640e3a1fc795ea856e5d7c729,1655239094308,nonreversed,symmetrical,passive,incorrect,yes
35,2,7902cea640e3a1fc795ea856e5d7c729,1655239098096,reversed,irreversible,passive,correct,no
71,2,7902cea640e3a1fc795ea856e5d7c729,1655239102492,reversed,symmetrical,passive,correct,yes
62,2,7902cea640e3a1fc795ea856e5d7c729,1655239107247,nonreversed,symmetrical,passive,correct,yes
11,2,7902cea640e3a1fc795ea856e5d7c729,1655239109826,reversed,biased,passive,correct,no
18,2,7902cea640e3a1fc795ea856e5d7c729,1655239113830,nonreversed,biased,passive,correct,yes
41,2,7902cea640e3a1fc795ea856e5d7c729,1655239116210,reversed,irreversible,active,correct,no
31,2,7902cea640e3a1fc795ea856e5d7c729,1655239119837,reversed,irreversible,passive,correct,no
38,2,7902cea640e3a1fc795ea856e5d7c729,1655239121951,nonreversed,irreversible,passive,correct,yes
61,2,7902cea640e3a1fc795ea856e5d7c729,1655239124478,reversed,symmetrical,active,correct,yes
67,2,7902cea640e3a1fc795ea856e5d7c729,1655239129017,reversed,symmetrical,passive,correct,yes
56,2,7902cea640e3a1fc795ea856e5d7c729,1655239131144,nonreversed,symmetrical,active,correct,yes
23,2,7902cea640e3a1fc795ea856e5d7c729,1655239138848,reversed,biased,passive,correct,no
15,2,7902cea640e3a1fc795ea856e5d7c729,1655239141758,reversed,biased,passive,correct,no
1,2,7902cea640e3a1fc795ea856e5d7c729,1655239143870,reversed,biased,active,incorrect,no
45,2,7902cea640e3a1fc795ea856e5d7c729,1655239150004,reversed,irreversible,active,correct,no
5,2,7902cea640e3a1fc795ea856e5d7c729,1655239152774,reversed,biased,active,correct,no
34,2,7902cea640e3a1fc795ea856e5d7c729,1655239155675,nonreversed,irreversible,passive,correct,yes
9,2,7902cea640e3a1fc795ea856e5d7c729,1655239157745,reversed,biased,active,incorrect,no
40,2,7902cea640e3a1fc795ea856e5d7c729,1655239159058,nonreversed,irreversible,active,correct,yes
18,3,ecfe98f32535ca500a21b89fb328b9d6,1655277752574,reversed,biased,passive,correct,no
14,3,ecfe98f32535ca500a21b89fb328b9d6,1655277754319,reversed,biased,passive,correct,no
72,3,ecfe98f32535ca500a21b89fb328b9d6,1655277756756,reversed,symmetrical,active,correct,yes
37,3,ecfe98f32535ca500a21b89fb328b9d6,1655277759654,nonreversed,irreversible,passive,correct,yes
66,3,ecfe98f32535ca500a21b89fb328b9d6,1655277761873,reversed,symmetrical,passive,incorrect,yes
71,3,ecfe98f32535ca500a21b89fb328b9d6,1655277764436,reversed,symmetrical,active,correct,yes
32,3,ecfe98f32535ca500a21b89fb328b9d6,1655277766650,reversed,irreversible,active,correct,no
58,3,ecfe98f32535ca500a21b89fb328b9d6,1655277769603,reversed,symmetrical,passive,correct,yes
33,3,ecfe98f32535ca500a21b89fb328b9d6,1655277771240,nonreversed,irreversible,passive,correct,yes
57,3,ecfe98f32535ca500a21b89fb328b9d6,1655277773111,nonreversed,symmetrical,passive,correct,yes
36,3,ecfe98f32535ca500a21b89fb328b9d6,1655277774840,reversed,irreversible,active,correct,no
51,3,ecfe98f32535ca500a21b89fb328b9d6,1655277777046,nonreversed,symmetrical,active,correct,yes
55,3,ecfe98f32535ca500a21b89fb328b9d6,1655277778379,nonreversed,symmetrical,active,correct,yes
12,3,ecfe98f32535ca500a21b89fb328b9d6,1655277779671,reversed,biased,active,correct,no
28,3,ecfe98f32535ca500a21b89fb328b9d6,1655277783168,nonreversed,irreversible,passive,correct,yes
23,3,ecfe98f32535ca500a21b89fb328b9d6,1655277786323,nonreversed,biased,active,correct,yes
20,3,ecfe98f32535ca500a21b89fb328b9d6,1655277788061,reversed,biased,active,incorrect,no
69,3,ecfe98f32535ca500a21b89fb328b9d6,1655277791163,nonreversed,symmetrical,passive,correct,yes
48,3,ecfe98f32535ca500a21b89fb328b9d6,1655277792967,reversed,irreversible,active,correct,no
53,3,ecfe98f32535ca500a21b89fb328b9d6,1655277795066,nonreversed,symmetrical,passive,correct,yes
17,3,ecfe98f32535ca500a21b89fb328b9d6,1655277797393,nonreversed,biased,passive,correct,yes
70,3,ecfe98f32535ca500a21b89fb328b9d6,1655277800205,reversed,symmetrical,passive,correct,yes
25,3,ecfe98f32535ca500a21b89fb328b9d6,1655277803429,nonreversed,irreversible,passive,correct,yes
30,3,ecfe98f32535ca500a21b89fb328b9d6,1655277805107,reversed,irreversible,passive,correct,no
3,3,ecfe98f32535ca500a21b89fb328b9d6,1655277807316,nonreversed,biased,active,correct,yes
63,3,ecfe98f32535ca500a21b89fb328b9d6,1655277808802,nonreversed,symmetrical,active,correct,yes
21,3,ecfe98f32535ca500a21b89fb328b9d6,1655277810771,nonreversed,biased,passive,correct,yes
43,3,ecfe98f32535ca500a21b89fb328b9d6,1655277812433,nonreversed,irreversible,active,correct,yes
60,3,ecfe98f32535ca500a21b89fb328b9d6,1655277813949,reversed,symmetrical,active,incorrect,yes
38,3,ecfe98f32535ca500a21b89fb328b9d6,1655277815920,reversed,irreversible,passive,incorrect,no
67,3,ecfe98f32535ca500a21b89fb328b9d6,1655277820921,reversed,symmetrical,active,correct,yes
42,3,ecfe98f32535ca500a21b89fb328b9d6,1655277823850,reversed,irreversible,passive,correct,no
1,3,ecfe98f32535ca500a21b89fb328b9d6,1655277826225,nonreversed,biased,passive,correct,yes
5,3,ecfe98f32535ca500a21b89fb328b9d6,1655277829536,nonreversed,biased,passive,correct,yes
22,3,ecfe98f32535ca500a21b89fb328b9d6,1655277831746,reversed,biased,passive,correct,no
24,3,ecfe98f32535ca500a21b89fb328b9d6,1655277833712,reversed,biased,active,correct,no
64,3,ecfe98f32535ca500a21b89fb328b9d6,1655277837567,nonreversed,symmetrical,passive,correct,yes
26,3,ecfe98f32535ca500a21b89fb328b9d6,1655277839825,nonreversed,irreversible,active,correct,yes
13,3,ecfe98f32535ca500a21b89fb328b9d6,1655277843818,nonreversed,biased,passive,correct,yes
45,3,ecfe98f32535ca500a21b89fb328b9d6,1655277848030,nonreversed,irreversible,passive,correct,yes
56,3,ecfe98f32535ca500a21b89fb328b9d6,1655277850190,reversed,symmetrical,active,correct,yes
8,3,ecfe98f32535ca500a21b89fb328b9d6,1655277853053,reversed,biased,active,correct,no
65,3,ecfe98f32535ca500a21b89fb328b9d6,1655277855719,nonreversed,symmetrical,passive,correct,yes
31,3,ecfe98f32535ca500a21b89fb328b9d6,1655277857129,nonreversed,irreversible,active,correct,yes
50,3,ecfe98f32535ca500a21b89fb328b9d6,1655277859617,reversed,symmetrical,passive,correct,yes
49,3,ecfe98f32535ca500a21b89fb328b9d6,1655277861393,nonreversed,symmetrical,passive,correct,yes
11,3,ecfe98f32535ca500a21b89fb328b9d6,1655277862825,nonreversed,biased,active,correct,yes
41,3,ecfe98f32535ca500a21b89fb328b9d6,1655277864524,nonreversed,irreversible,passive,correct,yes
47,3,ecfe98f32535ca500a21b89fb328b9d6,1655277866128,reversed,irreversible,active,correct,no
15,3,ecfe98f32535ca500a21b89fb328b9d6,1655277867881,nonreversed,biased,active,correct,yes
2,3,ecfe98f32535ca500a21b89fb328b9d6,1655277870485,reversed,biased,passive,correct,no
9,3,ecfe98f32535ca500a21b89fb328b9d6,1655277872795,nonreversed,biased,passive,correct,yes
10,3,ecfe98f32535ca500a21b89fb328b9d6,1655277874358,reversed,biased,passive,correct,no
68,3,ecfe98f32535ca500a21b89fb328b9d6,1655277876166,reversed,symmetrical,active,correct,yes
62,3,ecfe98f32535ca500a21b89fb328b9d6,1655277878691,nonreversed,symmetrical,active,correct,yes
61,3,ecfe98f32535ca500a21b89fb328b9d6,1655277883612,nonreversed,symmetrical,passive,correct,yes
39,3,ecfe98f32535ca500a21b89fb328b9d6,1655277884954,nonreversed,irreversible,active,correct,yes
6,3,ecfe98f32535ca500a21b89fb328b9d6,1655277886687,reversed,biased,passive,correct,no
27,3,ecfe98f32535ca500a21b89fb328b9d6,1655277888845,reversed,irreversible,active,correct,no
29,3,ecfe98f32535ca500a21b89fb328b9d6,1655277890789,nonreversed,irreversible,passive,incorrect,yes
7,3,ecfe98f32535ca500a21b89fb328b9d6,1655277893298,nonreversed,biased,active,correct,yes
4,3,ecfe98f32535ca500a21b89fb328b9d6,1655277896871,reversed,biased,active,correct,no
16,3,ecfe98f32535ca500a21b89fb328b9d6,1655277900132,reversed,biased,active,correct,no
59,3,ecfe98f32535ca500a21b89fb328b9d6,1655277901705,nonreversed,symmetrical,active,correct,yes
19,3,ecfe98f32535ca500a21b89fb328b9d6,1655277903290,nonreversed,biased,active,correct,yes
54,3,ecfe98f32535ca500a21b89fb328b9d6,1655277907004,reversed,symmetrical,passive,correct,yes
46,3,ecfe98f32535ca500a21b89fb328b9d6,1655277910221,reversed,irreversible,passive,correct,no
34,3,ecfe98f32535ca500a21b89fb328b9d6,1655277911976,reversed,irreversible,passive,correct,no
52,3,ecfe98f32535ca500a21b89fb328b9d6,1655277913885,reversed,symmetrical,active,correct,yes
44,3,ecfe98f32535ca500a21b89fb328b9d6,1655277915540,reversed,irreversible,active,correct,no
35,3,ecfe98f32535ca500a21b89fb328b9d6,1655277919367,nonreversed,irreversible,active,correct,yes
40,3,ecfe98f32535ca500a21b89fb328b9d6,1655277921215,reversed,irreversible,active,correct,no
35,1,6feeb027491e44054d7655369ae83f95,1655282218443,nonreversed,irreversible,passive,correct,yes
55,1,6feeb027491e44054d7655369ae83f95,1655282222593,nonreversed,symmetrical,passive,correct,yes
61,1,6feeb027491e44054d7655369ae83f95,1655282226798,nonreversed,symmetrical,active,correct,yes
32,1,6feeb027491e44054d7655369ae83f95,1655282230315,reversed,irreversible,passive,correct,no
49,1,6feeb027491e44054d7655369ae83f95,1655282231862,nonreversed,symmetrical,active,correct,yes
42,1,6feeb027491e44054d7655369ae83f95,1655282234506,reversed,irreversible,active,correct,no
41,1,6feeb027491e44054d7655369ae83f95,1655282236961,nonreversed,irreversible,active,correct,yes
19,1,6feeb027491e44054d7655369ae83f95,1655282239060,nonreversed,biased,passive,correct,yes
65,1,6feeb027491e44054d7655369ae83f95,1655282241710,nonreversed,symmetrical,active,correct,yes
57,1,6feeb027491e44054d7655369ae83f95,1655282244832,nonreversed,symmetrical,active,incorrect,yes
24,1,6feeb027491e44054d7655369ae83f95,1655282249366,reversed,biased,passive,correct,no
2,1,6feeb027491e44054d7655369ae83f95,1655282252637,reversed,biased,active,incorrect,no
10,1,6feeb027491e44054d7655369ae83f95,1655282254944,reversed,biased,active,correct,no
68,1,6feeb027491e44054d7655369ae83f95,1655282261151,reversed,symmetrical,passive,correct,yes
71,1,6feeb027491e44054d7655369ae83f95,1655282265933,nonreversed,symmetrical,passive,incorrect,yes
56,1,6feeb027491e44054d7655369ae83f95,1655282271486,reversed,symmetrical,passive,correct,yes
3,1,6feeb027491e44054d7655369ae83f95,1655282275743,nonreversed,biased,passive,correct,yes
12,1,6feeb027491e44054d7655369ae83f95,1655282277950,reversed,biased,passive,correct,no
64,1,6feeb027491e44054d7655369ae83f95,1655282280163,reversed,symmetrical,passive,correct,yes
37,1,6feeb027491e44054d7655369ae83f95,1655282283910,nonreversed,irreversible,active,correct,yes
17,1,6feeb027491e44054d7655369ae83f95,1655282285510,nonreversed,biased,active,correct,yes
9,1,6feeb027491e44054d7655369ae83f95,1655282287223,nonreversed,biased,active,incorrect,yes
22,1,6feeb027491e44054d7655369ae83f95,1655282292093,reversed,biased,active,correct,no
67,1,6feeb027491e44054d7655369ae83f95,1655282295226,nonreversed,symmetrical,passive,correct,yes
21,1,6feeb027491e44054d7655369ae83f95,1655282298295,nonreversed,biased,active,correct,yes
34,1,6feeb027491e44054d7655369ae83f95,1655282300700,reversed,irreversible,active,correct,no
16,1,6feeb027491e44054d7655369ae83f95,1655282303388,reversed,biased,passive,correct,no
30,1,6feeb027491e44054d7655369ae83f95,1655282306172,reversed,irreversible,active,correct,no
62,1,6feeb027491e44054d7655369ae83f95,1655282308033,reversed,symmetrical,active,correct,yes
36,1,6feeb027491e44054d7655369ae83f95,1655282310939,reversed,irreversible,passive,correct,no
8,1,6feeb027491e44054d7655369ae83f95,1655282313116,reversed,biased,passive,incorrect,no
5,1,6feeb027491e44054d7655369ae83f95,1655282318747,nonreversed,biased,active,correct,yes
25,1,6feeb027491e44054d7655369ae83f95,1655282320345,nonreversed,irreversible,active,correct,yes
51,1,6feeb027491e44054d7655369ae83f95,1655282322693,nonreversed,symmetrical,passive,correct,yes
