"","Results.reception.time","MD5.hash.of.participant.s.IP.address","Controller.name","Order.number.of.item","Inner.element.number","Label","Latin.Square.Group","PennElementType","PennElementName","Parameter","Value","EventTime","Item","Group","License.Type","nominalizer","Comments"
"161",1673716187,"e36aee25c5291872d6900ed67590f38c","PennController",29,0,"Experiment","NULL","Scale","q","Choice","1",1673716175619,"13",6,"unlicensed","mA","NULL"
"162",1673716187,"e36aee25c5291872d6900ed67590f38c","PennController",33,0,"Experiment","NULL","Scale","q","Choice","5",1673716179703,"17",6,"licensed","mA","NULL"
"163",1673716710,"5ec71eeae3d5359dee1134bbc2a0f5fc","PennController",27,0,"Experiment","NULL","Scale","q","Choice","1",1673716614885,"11",4,"long-distance","DIk","NULL"
"164",1673716710,"5ec71eeae3d5359dee1134bbc2a0f5fc","PennController",32,0,"Experiment","NULL","Scale","q","Choice","4",1673716618550,"16",4,"licensed","DIk","NULL"
"165",1673716710,"5ec71eeae3d5359dee1134bbc2a0f5fc","PennController",18,0,"Experiment","NULL","Scale","q","Choice","1",1673716625093,"2",4,"long-distance","mA","NULL"
"166",1673716710,"5ec71eeae3d5359dee1134bbc2a0f5fc","PennController",20,0,"Experiment","NULL","Scale","q","Choice","1",1673716628006,"4",4,"licensed","DIk","NULL"
"167",1673716710,"5ec71eeae3d5359dee1134bbc2a0f5fc","PennController",28,0,"Experiment","NULL","Scale","q","Choice","1",1673716635231,"12",4,"unlicensed","DIk","NULL"
"168",1673716710,"5ec71eeae3d5359dee1134bbc2a0f5fc","PennController",25,0,"Experiment","NULL","Scale","q","Choice","2",1673716640069,"9",4,"unlicensed","mA","NULL"
"169",1673716710,"5ec71eeae3d5359dee1134bbc2a0f5fc","PennController",31,0,"Experiment","NULL","Scale","q","Choice","1",1673716646255,"15",4,"unlicensed","mA","NULL"
"170",1673716710,"5ec71eeae3d5359dee1134bbc2a0f5fc","PennController",29,0,"Experiment","NULL","Scale","q","Choice","5",1673716649830,"13",4,"licensed","mA","NULL"
"171",1673716710,"5ec71eeae3d5359dee1134bbc2a0f5fc","PennController",17,0,"Experiment","NULL","Scale","q","Choice","5",1673716655237,"1",4,"licensed","mA","NULL"
"172",1673716710,"5ec71eeae3d5359dee1134bbc2a0f5fc","PennController",24,0,"Experiment","NULL","Scale","q","Choice","5",1673716658188,"8",4,"long-distance","mA","NULL"
"173",1673716710,"5ec71eeae3d5359dee1134bbc2a0f5fc","PennController",34,0,"Experiment","NULL","Scale","q","Choice","1",1673716665362,"18",4,"unlicensed","DIk","NULL"
"174",1673716710,"5ec71eeae3d5359dee1134bbc2a0f5fc","PennController",19,0,"Experiment","NULL","Scale","q","Choice","4",1673716669069,"3",4,"unlicensed","mA","NULL"
"175",1673716710,"5ec71eeae3d5359dee1134bbc2a0f5fc","PennController",33,0,"Experiment","NULL","Scale","q","Choice","1",1673716677166,"17",4,"long-distance","DIk","NULL"
"176",1673716710,"5ec71eeae3d5359dee1134bbc2a0f5fc","PennController",26,0,"Experiment","NULL","Scale","q","Choice","5",1673716680183,"10",4,"licensed","DIk","NULL"
"177",1673716710,"5ec71eeae3d5359dee1134bbc2a0f5fc","PennController",23,0,"Experiment","NULL","Scale","q","Choice","5",1673716692141,"7",4,"licensed","mA","NULL"
"178",1673716710,"5ec71eeae3d5359dee1134bbc2a0f5fc","PennController",30,0,"Experiment","NULL","Scale","q","Choice","1",1673716696062,"14",4,"long-distance","mA","NULL"
"179",1673716710,"5ec71eeae3d5359dee1134bbc2a0f5fc","PennController",22,0,"Experiment","NULL","Scale","q","Choice","5",1673716702891,"6",4,"unlicensed","DIk","NULL"
"180",1673716710,"5ec71eeae3d5359dee1134bbc2a0f5fc","PennController",21,0,"Experiment","NULL","Scale","q","Choice","1",1673716705980,"5",4,"long-distance","DIk","NULL"
"181",1673717156,"22b2b86955836ac8aa1f15980ab3a06d","PennController",32,0,"Experiment","NULL","Scale","q","Choice","3",1673717020645,"16",5,"long-distance","DIk","NULL"
"182",1673717156,"22b2b86955836ac8aa1f15980ab3a06d","PennController",31,0,"Experiment","NULL","Scale","q","Choice","4",1673717030931,"15",5,"licensed","DIk","NULL"
"183",1673717156,"22b2b86955836ac8aa1f15980ab3a06d","PennController",28,0,"Experiment","NULL","Scale","q","Choice","5",1673717039631,"12",5,"licensed","mA","NULL"
"184",1673717156,"22b2b86955836ac8aa1f15980ab3a06d","PennController",25,0,"Experiment","NULL","Scale","q","Choice","4",1673717053003,"9",5,"licensed","DIk","NULL"
"185",1673717156,"22b2b86955836ac8aa1f15980ab3a06d","PennController",22,0,"Experiment","NULL","Scale","q","Choice","5",1673717056987,"6",5,"licensed","mA","NULL"
"186",1673717156,"22b2b86955836ac8aa1f15980ab3a06d","PennController",24,0,"Experiment","NULL","Scale","q","Choice","1",1673717072261,"8",5,"unlicensed","mA","NULL"
"187",1673717156,"22b2b86955836ac8aa1f15980ab3a06d","PennController",20,0,"Experiment","NULL","Scale","q","Choice","5",1673717076586,"4",5,"long-distance","DIk","NULL"
"188",1673717156,"22b2b86955836ac8aa1f15980ab3a06d","PennController",27,0,"Experiment","NULL","Scale","q","Choice","1",1673717089852,"11",5,"unlicensed","DIk","NULL"
"189",1673717156,"22b2b86955836ac8aa1f15980ab3a06d","PennController",23,0,"Experiment","NULL","Scale","q","Choice","5",1673717093401,"7",5,"long-distance","mA","NULL"
"190",1673717156,"22b2b86955836ac8aa1f15980ab3a06d","PennController",29,0,"Experiment","NULL","Scale","q","Choice","1",1673717102008,"13",5,"long-distance","mA","NULL"
"191",1673717156,"22b2b86955836ac8aa1f15980ab3a06d","PennController",19,0,"Experiment","NULL","Scale","q","Choice","5",1673717106055,"3",5,"licensed","DIk","NULL"
"192",1673717156,"22b2b86955836ac8aa1f15980ab3a06d","PennController",17,0,"Experiment","NULL","Scale","q","Choice","5",1673717112395,"1",5,"long-distance","mA","NULL"
"193",1673717156,"22b2b86955836ac8aa1f15980ab3a06d","PennController",30,0,"Experiment","NULL","Scale","q","Choice","1",1673717115539,"14",5,"unlicensed","mA","NULL"
"194",1673717156,"22b2b86955836ac8aa1f15980ab3a06d","PennController",18,0,"Experiment","NULL","Scale","q","Choice","1",1673717124436,"2",5,"unlicensed","mA","NULL"
"195",1673717156,"22b2b86955836ac8aa1f15980ab3a06d","PennController",34,0,"Experiment","NULL","Scale","q","Choice","5",1673717128345,"18",5,"licensed","mA","NULL"
"196",1673717156,"22b2b86955836ac8aa1f15980ab3a06d","PennController",33,0,"Experiment","NULL","Scale","q","Choice","1",1673717137260,"17",5,"unlicensed","DIk","NULL"
"197",1673717156,"22b2b86955836ac8aa1f15980ab3a06d","PennController",21,0,"Experiment","NULL","Scale","q","Choice","1",1673717140608,"5",5,"unlicensed","DIk","NULL"
"198",1673717156,"22b2b86955836ac8aa1f15980ab3a06d","PennController",26,0,"Experiment","NULL","Scale","q","Choice","4",1673717153359,"10",5,"long-distance","DIk","NULL"
"199",1673717747,"17b7d38b7a36532877da70aa005b82ad","PennController",18,0,"Experiment","NULL","Scale","q","Choice","1",1673717486672,"2",6,"licensed","DIk","NULL"
"200",1673717747,"17b7d38b7a36532877da70aa005b82ad","PennController",33,0,"Experiment","NULL","Scale","q","Choice","2",1673717495525,"17",6,"licensed","mA","NULL"
"201",1673717747,"17b7d38b7a36532877da70aa005b82ad","PennController",28,0,"Experiment","NULL","Scale","q","Choice","1",1673717516840,"12",6,"long-distance","mA","NULL"
"202",1673717747,"17b7d38b7a36532877da70aa005b82ad","PennController",26,0,"Experiment","NULL","Scale","q","Choice","1",1673717528872,"10",6,"unlicensed","DIk","NULL"
"203",1673717747,"17b7d38b7a36532877da70aa005b82ad","PennController",27,0,"Experiment","NULL","Scale","q","Choice","5",1673717540641,"11",6,"licensed","mA","NULL"
"204",1673717747,"17b7d38b7a36532877da70aa005b82ad","PennController",19,0,"Experiment","NULL","Scale","q","Choice","5",1673717545529,"3",6,"long-distance","DIk","NULL"
"205",1673717747,"17b7d38b7a36532877da70aa005b82ad","PennController",31,0,"Experiment","NULL","Scale","q","Choice","3",1673717572180,"15",6,"long-distance","DIk","NULL"
"206",1673717747,"17b7d38b7a36532877da70aa005b82ad","PennController",30,0,"Experiment","NULL","Scale","q","Choice","5",1673717577504,"14",6,"licensed","DIk","NULL"
"207",1673717747,"17b7d38b7a36532877da70aa005b82ad","PennController",17,0,"Experiment","NULL","Scale","q","Choice","1",1673717592543,"1",6,"unlicensed","mA","NULL"
"208",1673717747,"17b7d38b7a36532877da70aa005b82ad","PennController",29,0,"Experiment","NULL","Scale","q","Choice","1",1673717598060,"13",6,"unlicensed","mA","NULL"
"209",1673717747,"17b7d38b7a36532877da70aa005b82ad","PennController",23,0,"Experiment","NULL","Scale","q","Choice","1",1673717651463,"7",6,"unlicensed","mA","NULL"
"210",1673717747,"17b7d38b7a36532877da70aa005b82ad","PennController",34,0,"Experiment","NULL","Scale","q","Choice","5",1673717658980,"18",6,"long-distance","mA","NULL"
"211",1673717747,"17b7d38b7a36532877da70aa005b82ad","PennController",21,0,"Experiment","NULL","Scale","q","Choice","1",1673717667013,"5",6,"licensed","mA","NULL"
"212",1673717747,"17b7d38b7a36532877da70aa005b82ad","PennController",32,0,"Experiment","NULL","Scale","q","Choice","1",1673717670949,"16",6,"unlicensed","DIk","NULL"
"213",1673717747,"17b7d38b7a36532877da70aa005b82ad","PennController",20,0,"Experiment","NULL","Scale","q","Choice","1",1673717683982,"4",6,"unlicensed","DIk","NULL"
"214",1673717747,"17b7d38b7a36532877da70aa005b82ad","PennController",22,0,"Experiment","NULL","Scale","q","Choice","1",1673717716426,"6",6,"long-distance","mA","NULL"
"215",1673717747,"17b7d38b7a36532877da70aa005b82ad","PennController",24,0,"Experiment","NULL","Scale","q","Choice","5",1673717731053,"8",6,"licensed","DIk","NULL"
"216",1673717747,"17b7d38b7a36532877da70aa005b82ad","PennController",25,0,"Experiment","NULL","Scale","q","Choice","5",1673717735336,"9",6,"long-distance","DIk","NULL"
"217",1673717874,"a800e86a31b5befd58283e0afbe6ad77","PennController",20,0,"Experiment","NULL","Scale","q","Choice","1",1673717697188,"4",6,"unlicensed","DIk","NULL"
"218",1673717874,"a800e86a31b5befd58283e0afbe6ad77","PennController",29,0,"Experiment","NULL","Scale","q","Choice","1",1673717708770,"13",6,"unlicensed","mA","NULL"
"219",1673717874,"a800e86a31b5befd58283e0afbe6ad77","PennController",26,0,"Experiment","NULL","Scale","q","Choice","1",1673717720539,"10",6,"unlicensed","DIk","NULL"
"220",1673717874,"a800e86a31b5befd58283e0afbe6ad77","PennController",23,0,"Experiment","NULL","Scale","q","Choice","1",1673717723443,"7",6,"unlicensed","mA","NULL"
"221",1673717874,"a800e86a31b5befd58283e0afbe6ad77","PennController",25,0,"Experiment","NULL","Scale","q","Choice","5",1673717739390,"9",6,"long-distance","DIk","NULL"
"222",1673717874,"a800e86a31b5befd58283e0afbe6ad77","PennController",28,0,"Experiment","NULL","Scale","q","Choice","1",1673717744283,"12",6,"long-distance","mA","NULL"
"223",1673717874,"a800e86a31b5befd58283e0afbe6ad77","PennController",34,0,"Experiment","NULL","Scale","q","Choice","5",1673717759307,"18",6,"long-distance","mA","NULL"
"224",1673717874,"a800e86a31b5befd58283e0afbe6ad77","PennController",21,0,"Experiment","NULL","Scale","q","Choice","5",1673717765637,"5",6,"licensed","mA","NULL"
"225",1673717874,"a800e86a31b5befd58283e0afbe6ad77","PennController",18,0,"Experiment","NULL","Scale","q","Choice","5",1673717774491,"2",6,"licensed","DIk","NULL"
"226",1673717874,"a800e86a31b5befd58283e0afbe6ad77","PennController",33,0,"Experiment","NULL","Scale","q","Choice","5",1673717779100,"17",6,"licensed","mA","NULL"
"227",1673717874,"a800e86a31b5befd58283e0afbe6ad77","PennController",27,0,"Experiment","NULL","Scale","q","Choice","5",1673717789099,"11",6,"licensed","mA","NULL"
"228",1673717874,"a800e86a31b5befd58283e0afbe6ad77","PennController",22,0,"Experiment","NULL","Scale","q","Choice","5",1673717792884,"6",6,"long-distance","mA","NULL"
"229",1673717874,"a800e86a31b5befd58283e0afbe6ad77","PennController",30,0,"Experiment","NULL","Scale","q","Choice","5",1673717809963,"14",6,"licensed","DIk","NULL"
"230",1673717874,"a800e86a31b5befd58283e0afbe6ad77","PennController",19,0,"Experiment","NULL","Scale","q","Choice","5",1673717813498,"3",6,"long-distance","DIk","NULL"
"231",1673717874,"a800e86a31b5befd58283e0afbe6ad77","PennController",32,0,"Experiment","NULL","Scale","q","Choice","1",1673717828643,"16",6,"unlicensed","DIk","NULL"
"232",1673717874,"a800e86a31b5befd58283e0afbe6ad77","PennController",24,0,"Experiment","NULL","Scale","q","Choice","1",1673717832212,"8",6,"licensed","DIk","NULL"
"233",1673717874,"a800e86a31b5befd58283e0afbe6ad77","PennController",17,0,"Experiment","NULL","Scale","q","Choice","1",1673717842444,"1",6,"unlicensed","mA","NULL"
"234",1673717874,"a800e86a31b5befd58283e0afbe6ad77","PennController",31,0,"Experiment","NULL","Scale","q","Choice","5",1673717867324,"15",6,"long-distance","DIk","NULL"
"235",1673717912,"1a5c430948fa2af8f083714ffb9cff8d","PennController",20,0,"Experiment","NULL","Scale","q","Choice","1",1673717735063,"4",6,"unlicensed","DIk","NULL"
"236",1673717912,"1a5c430948fa2af8f083714ffb9cff8d","PennController",32,0,"Experiment","NULL","Scale","q","Choice","2",1673717742450,"16",6,"unlicensed","DIk","NULL"
"237",1673717912,"1a5c430948fa2af8f083714ffb9cff8d","PennController",19,0,"Experiment","NULL","Scale","q","Choice","3",1673717760301,"3",6,"long-distance","DIk","NULL"
"238",1673717912,"1a5c430948fa2af8f083714ffb9cff8d","PennController",23,0,"Experiment","NULL","Scale","q","Choice","1",1673717765778,"7",6,"unlicensed","mA","NULL"
"239",1673717912,"1a5c430948fa2af8f083714ffb9cff8d","PennController",30,0,"Experiment","NULL","Scale","q","Choice","5",1673717775855,"14",6,"licensed","DIk","NULL"
"240",1673717912,"1a5c430948fa2af8f083714ffb9cff8d","PennController",28,0,"Experiment","NULL","Scale","q","Choice","1",1673717780405,"12",6,"long-distance","mA","NULL"
"241",1673717912,"1a5c430948fa2af8f083714ffb9cff8d","PennController",25,0,"Experiment","NULL","Scale","q","Choice","1",1673717789001,"9",6,"long-distance","DIk","NULL"
"242",1673717912,"1a5c430948fa2af8f083714ffb9cff8d","PennController",34,0,"Experiment","NULL","Scale","q","Choice","5",1673717793675,"18",6,"long-distance","mA","NULL"
"243",1673717912,"1a5c430948fa2af8f083714ffb9cff8d","PennController",33,0,"Experiment","NULL","Scale","q","Choice","3",1673717812374,"17",6,"licensed","mA","NULL"
"244",1673717912,"1a5c430948fa2af8f083714ffb9cff8d","PennController",18,0,"Experiment","NULL","Scale","q","Choice","5",1673717817431,"2",6,"licensed","DIk","NULL"
"245",1673717912,"1a5c430948fa2af8f083714ffb9cff8d","PennController",31,0,"Experiment","NULL","Scale","q","Choice","3",1673717832492,"15",6,"long-distance","DIk","NULL"
"246",1673717912,"1a5c430948fa2af8f083714ffb9cff8d","PennController",21,0,"Experiment","NULL","Scale","q","Choice","5",1673717838302,"5",6,"licensed","mA","NULL"
"247",1673717912,"1a5c430948fa2af8f083714ffb9cff8d","PennController",27,0,"Experiment","NULL","Scale","q","Choice","5",1673717850977,"11",6,"licensed","mA","NULL"
"248",1673717912,"1a5c430948fa2af8f083714ffb9cff8d","PennController",17,0,"Experiment","NULL","Scale","q","Choice","1",1673717858937,"1",6,"unlicensed","mA","NULL"
"249",1673717912,"1a5c430948fa2af8f083714ffb9cff8d","PennController",22,0,"Experiment","NULL","Scale","q","Choice","5",1673717871922,"6",6,"long-distance","mA","NULL"
"250",1673717912,"1a5c430948fa2af8f083714ffb9cff8d","PennController",29,0,"Experiment","NULL","Scale","q","Choice","1",1673717893472,"13",6,"unlicensed","mA","NULL"
"251",1673717912,"1a5c430948fa2af8f083714ffb9cff8d","PennController",24,0,"Experiment","NULL","Scale","q","Choice","5",1673717901434,"8",6,"licensed","DIk","NULL"
"252",1673717912,"1a5c430948fa2af8f083714ffb9cff8d","PennController",26,0,"Experiment","NULL","Scale","q","Choice","1",1673717905675,"10",6,"unlicensed","DIk","NULL"
"253",1673718339,"0d960805d7996df50d60bfa4d7b8fe83","PennController",28,0,"Experiment","NULL","Scale","q","Choice","4",1673718187665,"12",3,"long-distance","DIk","NULL"
"254",1673718339,"0d960805d7996df50d60bfa4d7b8fe83","PennController",29,0,"Experiment","NULL","Scale","q","Choice","3",1673718191383,"13",3,"unlicensed","DIk","NULL"
"255",1673718339,"0d960805d7996df50d60bfa4d7b8fe83","PennController",18,0,"Experiment","NULL","Scale","q","Choice","5",1673718208873,"2",3,"licensed","mA","NULL"
"256",1673718339,"0d960805d7996df50d60bfa4d7b8fe83","PennController",34,0,"Experiment","NULL","Scale","q","Choice","3",1673718214536,"18",3,"long-distance","DIk","NULL"
"257",1673718339,"0d960805d7996df50d60bfa4d7b8fe83","PennController",31,0,"Experiment","NULL","Scale","q","Choice","2",1673718228831,"15",3,"long-distance","mA","NULL"
"258",1673718339,"0d960805d7996df50d60bfa4d7b8fe83","PennController",32,0,"Experiment","NULL","Scale","q","Choice","2",1673718234912,"16",3,"unlicensed","mA","NULL"
"259",1673718339,"0d960805d7996df50d60bfa4d7b8fe83","PennController",19,0,"Experiment","NULL","Scale","q","Choice","2",1673718247648,"3",3,"long-distance","mA","NULL"
"260",1673718339,"0d960805d7996df50d60bfa4d7b8fe83","PennController",20,0,"Experiment","NULL","Scale","q","Choice","1",1673718251352,"4",3,"unlicensed","mA","NULL"
"261",1673718339,"0d960805d7996df50d60bfa4d7b8fe83","PennController",30,0,"Experiment","NULL","Scale","q","Choice","4",1673718266088,"14",3,"licensed","mA","NULL"
"262",1673718339,"0d960805d7996df50d60bfa4d7b8fe83","PennController",17,0,"Experiment","NULL","Scale","q","Choice","5",1673718266647,"1",3,"unlicensed","DIk","NULL"
"263",1673718339,"0d960805d7996df50d60bfa4d7b8fe83","PennController",21,0,"Experiment","NULL","Scale","q","Choice","5",1673718283706,"5",3,"licensed","DIk","NULL"
"264",1673718339,"0d960805d7996df50d60bfa4d7b8fe83","PennController",23,0,"Experiment","NULL","Scale","q","Choice","1",1673718287465,"7",3,"unlicensed","DIk","NULL"
"265",1673718339,"0d960805d7996df50d60bfa4d7b8fe83","PennController",22,0,"Experiment","NULL","Scale","q","Choice","3",1673718295487,"6",3,"long-distance","DIk","NULL"
"266",1673718339,"0d960805d7996df50d60bfa4d7b8fe83","PennController",33,0,"Experiment","NULL","Scale","q","Choice","3",1673718301095,"17",3,"licensed","DIk","NULL"
"267",1673718339,"0d960805d7996df50d60bfa4d7b8fe83","PennController",25,0,"Experiment","NULL","Scale","q","Choice","2",1673718312951,"9",3,"long-distance","mA","NULL"
"268",1673718339,"0d960805d7996df50d60bfa4d7b8fe83","PennController",26,0,"Experiment","NULL","Scale","q","Choice","2",1673718317287,"10",3,"unlicensed","mA","NULL"
"269",1673718339,"0d960805d7996df50d60bfa4d7b8fe83","PennController",27,0,"Experiment","NULL","Scale","q","Choice","5",1673718326641,"11",3,"licensed","DIk","NULL"
"270",1673718339,"0d960805d7996df50d60bfa4d7b8fe83","PennController",24,0,"Experiment","NULL","Scale","q","Choice","5",1673718331848,"8",3,"licensed","mA","NULL"
"271",1673718814,"362df54464d319c01a584e5927de9e73","PennController",33,0,"Experiment","NULL","Scale","q","Choice","1",1673718572782,"17",4,"long-distance","DIk","NULL"
"272",1673718814,"362df54464d319c01a584e5927de9e73","PennController",30,0,"Experiment","NULL","Scale","q","Choice","3",1673718594471,"14",4,"long-distance","mA","NULL"
"273",1673718814,"362df54464d319c01a584e5927de9e73","PennController",32,0,"Experiment","NULL","Scale","q","Choice","1",1673718603798,"16",4,"licensed","DIk","NULL"
"274",1673718814,"362df54464d319c01a584e5927de9e73","PennController",34,0,"Experiment","NULL","Scale","q","Choice","3",1673718616714,"18",4,"unlicensed","DIk","NULL"
"275",1673718814,"362df54464d319c01a584e5927de9e73","PennController",28,0,"Experiment","NULL","Scale","q","Choice","3",1673718623242,"12",4,"unlicensed","DIk","NULL"
"276",1673718814,"362df54464d319c01a584e5927de9e73","PennController",19,0,"Experiment","NULL","Scale","q","Choice","3",1673718641667,"3",4,"unlicensed","mA","NULL"
"277",1673718814,"362df54464d319c01a584e5927de9e73","PennController",21,0,"Experiment","NULL","Scale","q","Choice","5",1673718654259,"5",4,"long-distance","DIk","NULL"
"278",1673718814,"362df54464d319c01a584e5927de9e73","PennController",29,0,"Experiment","NULL","Scale","q","Choice","5",1673718677660,"13",4,"licensed","mA","NULL"
"279",1673718814,"362df54464d319c01a584e5927de9e73","PennController",20,0,"Experiment","NULL","Scale","q","Choice","5",1673718684279,"4",4,"licensed","DIk","NULL"
"280",1673718814,"362df54464d319c01a584e5927de9e73","PennController",26,0,"Experiment","NULL","Scale","q","Choice","5",1673718696274,"10",4,"licensed","DIk","NULL"
"281",1673718814,"362df54464d319c01a584e5927de9e73","PennController",25,0,"Experiment","NULL","Scale","q","Choice","3",1673718707960,"9",4,"unlicensed","mA","NULL"
"282",1673718814,"362df54464d319c01a584e5927de9e73","PennController",24,0,"Experiment","NULL","Scale","q","Choice","3",1673718726761,"8",4,"long-distance","mA","NULL"
"283",1673718814,"362df54464d319c01a584e5927de9e73","PennController",22,0,"Experiment","NULL","Scale","q","Choice","3",1673718730068,"6",4,"unlicensed","DIk","NULL"
"284",1673718814,"362df54464d319c01a584e5927de9e73","PennController",23,0,"Experiment","NULL","Scale","q","Choice","5",1673718766571,"7",4,"licensed","mA","NULL"
"285",1673718814,"362df54464d319c01a584e5927de9e73","PennController",27,0,"Experiment","NULL","Scale","q","Choice","3",1673718769977,"11",4,"long-distance","DIk","NULL"
"286",1673718814,"362df54464d319c01a584e5927de9e73","PennController",18,0,"Experiment","NULL","Scale","q","Choice","1",1673718787322,"2",4,"long-distance","mA","NULL"
"287",1673718814,"362df54464d319c01a584e5927de9e73","PennController",17,0,"Experiment","NULL","Scale","q","Choice","1",1673718797027,"1",4,"licensed","mA","NULL"
"288",1673718814,"362df54464d319c01a584e5927de9e73","PennController",31,0,"Experiment","NULL","Scale","q","Choice","1",1673718813602,"15",4,"unlicensed","mA","NULL"
"289",1673721393,"631941395ed166bcc9a649e4605328e7","PennController",29,0,"Experiment","NULL","Scale","q","Choice","5",1673721254929,"13",5,"long-distance","mA","NULL"
"290",1673721393,"631941395ed166bcc9a649e4605328e7","PennController",32,0,"Experiment","NULL","Scale","q","Choice","5",1673721259350,"16",5,"long-distance","DIk","NULL"
"291",1673721393,"631941395ed166bcc9a649e4605328e7","PennController",27,0,"Experiment","NULL","Scale","q","Choice","1",1673721265286,"11",5,"unlicensed","DIk","NULL"
"292",1673721393,"631941395ed166bcc9a649e4605328e7","PennController",30,0,"Experiment","NULL","Scale","q","Choice","1",1673721270342,"14",5,"unlicensed","mA","NULL"
"293",1673721393,"631941395ed166bcc9a649e4605328e7","PennController",24,0,"Experiment","NULL","Scale","q","Choice","1",1673721279089,"8",5,"unlicensed","mA","NULL"
"294",1673721393,"631941395ed166bcc9a649e4605328e7","PennController",21,0,"Experiment","NULL","Scale","q","Choice","1",1673721282295,"5",5,"unlicensed","DIk","NULL"
"295",1673721393,"631941395ed166bcc9a649e4605328e7","PennController",31,0,"Experiment","NULL","Scale","q","Choice","5",1673721288103,"15",5,"licensed","DIk","NULL"
"296",1673721393,"631941395ed166bcc9a649e4605328e7","PennController",23,0,"Experiment","NULL","Scale","q","Choice","5",1673721290890,"7",5,"long-distance","mA","NULL"
"297",1673721393,"631941395ed166bcc9a649e4605328e7","PennController",19,0,"Experiment","NULL","Scale","q","Choice","5",1673721304610,"3",5,"licensed","DIk","NULL"
"298",1673721393,"631941395ed166bcc9a649e4605328e7","PennController",25,0,"Experiment","NULL","Scale","q","Choice","5",1673721312738,"9",5,"licensed","DIk","NULL"
"299",1673721393,"631941395ed166bcc9a649e4605328e7","PennController",17,0,"Experiment","NULL","Scale","q","Choice","5",1673721323690,"1",5,"long-distance","mA","NULL"
"300",1673721393,"631941395ed166bcc9a649e4605328e7","PennController",28,0,"Experiment","NULL","Scale","q","Choice","5",1673721330618,"12",5,"licensed","mA","NULL"
"301",1673721393,"631941395ed166bcc9a649e4605328e7","PennController",22,0,"Experiment","NULL","Scale","q","Choice","5",1673721344991,"6",5,"licensed","mA","NULL"
"302",1673721393,"631941395ed166bcc9a649e4605328e7","PennController",26,0,"Experiment","NULL","Scale","q","Choice","5",1673721349081,"10",5,"long-distance","DIk","NULL"
"303",1673721393,"631941395ed166bcc9a649e4605328e7","PennController",20,0,"Experiment","NULL","Scale","q","Choice","5",1673721363318,"4",5,"long-distance","DIk","NULL"
"304",1673721393,"631941395ed166bcc9a649e4605328e7","PennController",33,0,"Experiment","NULL","Scale","q","Choice","1",1673721370225,"17",5,"unlicensed","DIk","NULL"
"305",1673721393,"631941395ed166bcc9a649e4605328e7","PennController",34,0,"Experiment","NULL","Scale","q","Choice","5",1673721379362,"18",5,"licensed","mA","NULL"
"306",1673721393,"631941395ed166bcc9a649e4605328e7","PennController",18,0,"Experiment","NULL","Scale","q","Choice","5",1673721387712,"2",5,"unlicensed","mA","NULL"
"307",1673721968,"83fe20da500e0240f76ad2724481f2ef","PennController",33,0,"Experiment","NULL","Scale","q","Choice","4",1673721733738,"17",6,"licensed","mA","NULL"
"308",1673721968,"83fe20da500e0240f76ad2724481f2ef","PennController",19,0,"Experiment","NULL","Scale","q","Choice","5",1673721745620,"3",6,"long-distance","DIk","NULL"
"309",1673721968,"83fe20da500e0240f76ad2724481f2ef","PennController",29,0,"Experiment","NULL","Scale","q","Choice","5",1673721765769,"13",6,"unlicensed","mA","NULL"
"310",1673721968,"83fe20da500e0240f76ad2724481f2ef","PennController",17,0,"Experiment","NULL","Scale","q","Choice","1",1673721773099,"1",6,"unlicensed","mA","NULL"
"311",1673721968,"83fe20da500e0240f76ad2724481f2ef","PennController",32,0,"Experiment","NULL","Scale","q","Choice","2",1673721785950,"16",6,"unlicensed","DIk","NULL"
"312",1673721968,"83fe20da500e0240f76ad2724481f2ef","PennController",21,0,"Experiment","NULL","Scale","q","Choice","4",1673721792997,"5",6,"licensed","mA","NULL"
"313",1673721968,"83fe20da500e0240f76ad2724481f2ef","PennController",20,0,"Experiment","NULL","Scale","q","Choice","1",1673721811071,"4",6,"unlicensed","DIk","NULL"
"314",1673721968,"83fe20da500e0240f76ad2724481f2ef","PennController",24,0,"Experiment","NULL","Scale","q","Choice","5",1673721818468,"8",6,"licensed","DIk","NULL"
"315",1673721968,"83fe20da500e0240f76ad2724481f2ef","PennController",26,0,"Experiment","NULL","Scale","q","Choice","2",1673721827956,"10",6,"unlicensed","DIk","NULL"
"316",1673721968,"83fe20da500e0240f76ad2724481f2ef","PennController",30,0,"Experiment","NULL","Scale","q","Choice","5",1673721832124,"14",6,"licensed","DIk","NULL"
"317",1673721968,"83fe20da500e0240f76ad2724481f2ef","PennController",34,0,"Experiment","NULL","Scale","q","Choice","3",1673721846133,"18",6,"long-distance","mA","NULL"
"318",1673721968,"83fe20da500e0240f76ad2724481f2ef","PennController",23,0,"Experiment","NULL","Scale","q","Choice","1",1673721850331,"7",6,"unlicensed","mA","NULL"
"319",1673721968,"83fe20da500e0240f76ad2724481f2ef","PennController",28,0,"Experiment","NULL","Scale","q","Choice","1",1673721877228,"12",6,"long-distance","mA","NULL"
"320",1673721968,"83fe20da500e0240f76ad2724481f2ef","PennController",27,0,"Experiment","NULL","Scale","q","Choice","5",1673721881945,"11",6,"licensed","mA","NULL"
"321",1673721968,"83fe20da500e0240f76ad2724481f2ef","PennController",22,0,"Experiment","NULL","Scale","q","Choice","1",1673721896773,"6",6,"long-distance","mA","NULL"
